Depth,Pressure,Permeability,Thickness,Inclination,WGR,GasFlow
1000,0.6,1000,10,0,70,0.0
1000,0.6,1000,10,0,100,0.0
1000,0.6,1000,10,30,0,6.9
1000,0.6,1000,10,30,5,0.0
1000,0.6,1000,10,30,10,0.0
1000,0.6,1000,10,30,40,0.0
1000,0.6,1000,10,30,70,0.0
1000,0.6,1000,10,30,100,0.0
1000,0.6,1000,10,60,0,5.3
1000,0.6,1000,10,60,5,0.0
1000,0.6,1000,10,60,10,0.0
1000,0.6,1000,10,60,40,0.0
1000,0.6,1000,10,60,70,0.0
1000,0.6,1000,10,60,100,0.0
1000,0.6,1000,20,0,0,8.1
1000,0.6,1000,20,0,5,0.0
1000,0.6,1000,20,0,10,0.0
1000,0.6,1000,20,0,40,0.0
1000,0.6,1000,20,0,70,0.0
1000,0.6,1000,20,0,100,0.0
1000,0.6,1000,20,30,0,7.2
1000,0.6,1000,20,30,5,0.0
1000,0.6,1000,20,30,10,0.0
1000,0.6,1000,20,30,40,0.0
1000,0.6,1000,20,30,70,0.0
1000,0.6,1000,20,30,100,0.0
1000,0.6,1000,20,60,0,4.5
1000,0.6,1000,20,60,5,0.0
1000,0.6,1000,20,60,10,0.0
1000,0.6,1000,20,60,40,0.0
1000,0.6,1000,20,60,70,0.0
1000,0.6,1000,20,60,100,0.0
1000,0.6,1000,50,0,0,8.3
1000,0.6,1000,50,0,5,0.0
1000,0.6,1000,50,0,10,0.0
1000,0.6,1000,50,0,40,0.0
1000,0.6,1000,50,0,70,0.0
1000,0.6,1000,50,0,100,0.0
1000,0.6,1000,50,30,0,7.6
1000,0.6,1000,50,30,5,0.0
1000,0.6,1000,50,30,10,0.0
1000,0.6,1000,50,30,40,0.0
1000,0.6,1000,50,30,70,0.0
1000,0.6,1000,50,30,100,0.0
1000,0.6,1000,50,60,0,4.7
1000,0.6,1000,50,60,5,0.0
1000,0.6,1000,50,60,10,0.0
1000,0.6,1000,50,60,40,0.0
1000,0.6,1000,50,60,70,0.0
1000,0.6,1000,50,60,100,0.0
1000,0.6,3000,1,0,0,5.3
1000,0.6,3000,1,0,5,0.0
1000,0.6,3000,1,0,10,0.0
1000,0.6,3000,1,0,40,0.0
1000,0.6,3000,1,0,70,0.0
1000,0.6,3000,1,0,100,0.0
1000,0.6,3000,1,30,0,5.1
1000,0.6,3000,1,30,5,0.0
1000,0.6,3000,1,30,10,0.0
1000,0.6,3000,1,30,40,0.0
1000,0.6,3000,1,30,70,0.0
1000,0.6,3000,1,30,100,0.0
1000,0.6,3000,1,60,0,4.3
1000,0.6,3000,1,60,5,0.0
1000,0.6,3000,1,60,10,0.0
1000,0.6,3000,1,60,40,0.0
1000,0.6,3000,1,60,70,0.0
1000,0.6,3000,1,60,100,0.0
1000,0.6,3000,5,0,0,7.6
1000,0.6,3000,5,0,5,0.0
1000,0.6,3000,5,0,10,0.0
1000,0.6,3000,5,0,40,0.0
1000,0.6,3000,5,0,70,0.0
1000,0.6,3000,5,0,100,0.0
1000,0.6,3000,5,30,0,7.2
1000,0.6,3000,5,30,5,0.0
1000,0.6,3000,5,30,10,0.0
1000,0.6,3000,5,30,40,0.0
1000,0.6,3000,5,30,70,0.0
1000,0.6,3000,5,30,100,0.0
1000,0.6,3000,5,60,0,5.1
1000,0.6,3000,5,60,5,0.0
1000,0.6,3000,5,60,10,0.0
1000,0.6,3000,5,60,40,0.0
1000,0.6,3000,5,60,70,0.0
1000,0.6,3000,5,60,100,0.0
1000,0.6,3000,10,0,0,8.2
1000,0.6,3000,10,0,5,0.0
1000,0.6,3000,10,0,10,0.0
1000,0.6,3000,10,0,40,0.0
1000,0.6,3000,10,0,70,0.0
1000,0.6,3000,10,0,100,0.0
1000,0.6,3000,10,30,0,7.4
1000,0.6,3000,10,30,5,0.0
1000,0.6,3000,10,30,10,0.0
1000,0.6,3000,10,30,40,0.0
1000,0.6,3000,10,30,70,0.0
1000,0.6,3000,10,30,100,0.0
1000,0.6,3000,10,60,0,4.6
1000,0.6,3000,10,60,5,0.0
1000,0.6,3000,10,60,10,0.0
1000,0.6,3000,10,60,40,0.0
1000,0.6,3000,10,60,70,0.0
1000,0.6,3000,10,60,100,0.0
1000,0.6,3000,20,0,0,8.3
1000,0.6,3000,20,0,5,0.0
1000,0.6,3000,20,0,10,0.0
1000,0.6,3000,20,0,40,0.0
1000,0.6,3000,20,0,70,0.0
1000,0.6,3000,20,0,100,0.0
1000,0.6,3000,20,30,0,7.7
1000,0.6,3000,20,30,5,0.0
1000,0.6,3000,20,30,10,0.0
1000,0.6,3000,20,30,40,0.0
1000,0.6,3000,20,30,70,0.0
1000,0.6,3000,20,30,100,0.0
1000,0.6,3000,20,60,0,4.7
1000,0.6,3000,20,60,5,0.0
1000,0.6,3000,20,60,10,0.0
1000,0.6,3000,20,60,40,0.0
1000,0.6,3000,20,60,70,0.0
1000,0.6,3000,20,60,100,0.0
1000,0.6,3000,50,0,0,8.4
1000,0.6,3000,50,0,5,0.0
1000,0.6,3000,50,0,10,0.0
1000,0.6,3000,50,0,40,0.0
1000,0.6,3000,50,0,70,0.0
1000,0.6,3000,50,0,100,0.0
1000,0.6,3000,50,30,0,7.9
1000,0.6,3000,50,30,5,0.0
1000,0.6,3000,50,30,10,0.0
1000,0.6,3000,50,30,40,0.0
1000,0.6,3000,50,30,70,0.0
1000,0.6,3000,50,30,100,0.0
1000,0.6,3000,50,60,0,4.8
1000,0.6,3000,50,60,5,0.0
1000,0.6,3000,50,60,10,0.0
1000,0.6,3000,50,60,40,0.0
1000,0.6,3000,50,60,70,0.0
1000,0.6,3000,50,60,100,0.0
1000,0.5,10,1,0,0,0.0
1000,0.5,10,1,0,5,0.0
1000,0.5,10,1,0,10,0.0
1000,0.5,10,1,0,40,0.0
1000,0.5,10,1,0,70,0.0
1000,0.5,10,1,0,100,0.0
1000,0.5,10,1,30,0,0.0
1000,0.5,10,1,30,5,0.0
1000,0.5,10,1,30,10,0.0
1000,0.5,10,1,30,40,0.0
1000,0.5,10,1,30,70,0.0
1000,0.5,10,1,30,100,0.0
1000,0.5,10,1,60,0,0.0
1000,0.5,10,1,60,5,0.0
1000,0.5,10,1,60,10,0.0
1000,0.5,10,1,60,40,0.0
1000,0.5,10,1,60,70,0.0
1000,0.5,10,1,60,100,0.0
1000,0.5,10,5,0,0,0.0
1000,0.5,10,5,0,5,0.0
1000,0.5,10,5,0,10,0.0
1000,0.5,10,5,0,40,0.0
1000,0.5,10,5,0,70,0.0
1000,0.5,10,5,0,100,0.0
1000,0.5,10,5,30,0,0.0
1000,0.5,10,5,30,5,0.0
1000,0.5,10,5,30,10,0.0
1000,0.5,10,5,30,40,0.0
1000,0.5,10,5,30,70,0.0
1000,0.5,10,5,30,100,0.0
1000,0.5,10,5,60,0,0.0
1000,0.5,10,5,60,5,0.0
1000,0.5,10,5,60,10,0.0
1000,0.5,10,5,60,40,0.0
1000,0.5,10,5,60,70,0.0
1000,0.5,10,5,60,100,0.0
1000,0.5,10,10,0,0,0.0
1000,0.5,10,10,0,5,0.0
1000,0.5,10,10,0,10,0.0
1000,0.5,10,10,0,40,0.0
1000,0.5,10,10,0,70,0.0
1000,0.5,10,10,0,100,0.0
1000,0.5,10,10,30,0,0.0
1000,0.5,10,10,30,5,0.0
1000,0.5,10,10,30,10,0.0
1000,0.5,10,10,30,40,0.0
1000,0.5,10,10,30,70,0.0
1000,0.5,10,10,30,100,0.0
1000,0.5,10,10,60,0,0.0
1000,0.5,10,10,60,5,0.0
1000,0.5,10,10,60,10,0.0
1000,0.5,10,10,60,40,0.0
1000,0.5,10,10,60,70,0.0
1000,0.5,10,10,60,100,0.0
1000,0.5,10,20,0,0,0.0
1000,0.5,10,20,0,5,0.0
1000,0.5,10,20,0,10,0.0
1000,0.5,10,20,0,40,0.0
1000,0.5,10,20,0,70,0.0
1000,0.5,10,20,0,100,0.0
1000,0.5,10,20,30,0,0.0
1000,0.5,10,20,30,5,0.0
1000,0.5,10,20,30,10,0.0
1000,0.5,10,20,30,40,0.0
1000,0.5,10,20,30,70,0.0
1000,0.5,10,20,30,100,0.0
1000,0.5,10,20,60,0,0.0
1000,0.5,10,20,60,5,0.0
1000,0.5,10,20,60,10,0.0
1000,0.5,10,20,60,40,0.0
1000,0.5,10,20,60,70,0.0
1000,0.5,10,20,60,100,0.0
1000,0.5,10,50,0,0,0.0
1000,0.5,10,50,0,5,0.0
1000,0.5,10,50,0,10,0.0
1000,0.5,10,50,0,40,0.0
1000,0.5,10,50,0,70,0.0
1000,0.5,10,50,0,100,0.0
1000,0.5,10,50,30,0,0.0
1000,0.5,10,50,30,5,0.0
1000,0.5,10,50,30,10,0.0
1000,0.5,10,50,30,40,0.0
1000,0.5,10,50,30,70,0.0
1000,0.5,10,50,30,100,0.0
1000,0.5,10,50,60,0,0.0
1000,0.5,10,50,60,5,0.0
1000,0.5,10,50,60,10,0.0
1000,0.5,10,50,60,40,0.0
1000,0.5,10,50,60,70,0.0
1000,0.5,10,50,60,100,0.0
1000,0.5,50,1,0,0,0.0
1000,0.5,50,1,0,5,0.0
1000,0.5,50,1,0,10,0.0
1000,0.5,50,1,0,40,0.0
1000,0.5,50,1,0,70,0.0
1000,0.5,50,1,0,100,0.0
1000,0.5,50,1,30,0,0.0
1000,0.5,50,1,30,5,0.0
1000,0.5,50,1,30,10,0.0
1000,0.5,50,1,30,40,0.0
1000,0.5,50,1,30,70,0.0
1000,0.5,50,1,30,100,0.0
1000,0.5,50,1,60,0,0.0
1000,0.5,50,1,60,5,0.0
1000,0.5,50,1,60,10,0.0
1000,0.5,50,1,60,40,0.0
1000,0.5,50,1,60,70,0.0
1000,0.5,50,1,60,100,0.0
1000,0.5,50,5,0,0,0.0
1000,0.5,50,5,0,5,0.0
1000,0.5,50,5,0,10,0.0
1000,0.5,50,5,0,40,0.0
1000,0.5,50,5,0,70,0.0
1000,0.5,50,5,0,100,0.0
1000,0.5,50,5,30,0,0.0
1000,0.5,50,5,30,5,0.0
1000,0.5,50,5,30,10,0.0
1000,0.5,50,5,30,40,0.0
1000,0.5,50,5,30,70,0.0
1000,0.5,50,5,30,100,0.0
1000,0.5,50,5,60,0,0.0
1000,0.5,50,5,60,5,0.0
1000,0.5,50,5,60,10,0.0
1000,0.5,50,5,60,40,0.0
1000,0.5,50,5,60,70,0.0
1000,0.5,50,5,60,100,0.0
1000,0.5,50,10,0,0,0.0
1000,0.5,50,10,0,5,0.0
1000,0.5,50,10,0,10,0.0
1000,0.5,50,10,0,40,0.0
1000,0.5,50,10,0,70,0.0
1000,0.5,50,10,0,100,0.0
1000,0.5,50,10,30,0,0.0
1000,0.5,50,10,30,5,0.0
1000,0.5,50,10,30,10,0.0
1000,0.5,50,10,30,40,0.0
1000,0.5,50,10,30,70,0.0
1000,0.5,50,10,30,100,0.0
1000,0.5,50,10,60,0,0.0
1000,0.5,50,10,60,5,0.0
1000,0.5,50,10,60,10,0.0
1000,0.5,50,10,60,40,0.0
1000,0.5,50,10,60,70,0.0
1000,0.5,50,10,60,100,0.0
1000,0.5,50,20,0,0,0.0
1000,0.5,50,20,0,5,0.0
1000,0.5,50,20,0,10,0.0
1000,0.5,50,20,0,40,0.0
1000,0.5,50,20,0,70,0.0
1000,0.5,50,20,0,100,0.0
1000,0.5,50,20,30,0,0.0
1000,0.5,50,20,30,5,0.0
1000,0.5,50,20,30,10,0.0
1000,0.5,50,20,30,40,0.0
1000,0.5,50,20,30,70,0.0
1000,0.5,50,20,30,100,0.0
1000,0.5,50,20,60,0,0.0
1000,0.5,50,20,60,5,0.0
1000,0.5,50,20,60,10,0.0
1000,0.5,50,20,60,40,0.0
1000,0.5,50,20,60,70,0.0
1000,0.5,50,20,60,100,0.0
1000,0.5,50,50,0,0,0.0
1000,0.5,50,50,0,5,0.0
1000,0.5,50,50,0,10,0.0
1000,0.5,50,50,0,40,0.0
1000,0.5,50,50,0,70,0.0
1000,0.5,50,50,0,100,0.0
1000,0.5,50,50,30,0,0.0
1000,0.5,50,50,30,5,0.0
1000,0.5,50,50,30,10,0.0
1000,0.5,50,50,30,40,0.0
1000,0.5,50,50,30,70,0.0
1000,0.5,50,50,30,100,0.0
1000,0.5,50,50,60,0,0.0
1000,0.5,50,50,60,5,0.0
1000,0.5,50,50,60,10,0.0
1000,0.5,50,50,60,40,0.0
1000,0.5,50,50,60,70,0.0
1000,0.5,50,50,60,100,0.0
1000,0.5,100,1,0,0,0.0
1000,0.5,100,1,0,5,0.0
1000,0.5,100,1,0,10,0.0
1000,0.5,100,1,0,40,0.0
1000,0.5,100,1,0,70,0.0
1000,0.5,100,1,0,100,0.0
1000,0.5,100,1,30,0,0.0
1000,0.5,100,1,30,5,0.0
1000,0.5,100,1,30,10,0.0
1000,0.5,100,1,30,40,0.0
1000,0.5,100,1,30,70,0.0
1000,0.5,100,1,30,100,0.0
1000,0.5,100,1,60,0,0.0
1000,0.5,100,1,60,5,0.0
1000,0.5,100,1,60,10,0.0
1000,0.5,100,1,60,40,0.0
1000,0.5,100,1,60,70,0.0
1000,0.5,100,1,60,100,0.0
1000,0.5,100,5,0,0,0.0
1000,0.5,100,5,0,5,0.0
1000,0.5,100,5,0,10,0.0
1000,0.5,100,5,0,40,0.0
1000,0.5,100,5,0,70,0.0
1000,0.5,100,5,0,100,0.0
1000,0.5,100,5,30,0,0.0
1000,0.5,100,5,30,5,0.0
1000,0.5,100,5,30,10,0.0
1000,0.5,100,5,30,40,0.0
1000,0.5,100,5,30,70,0.0
1000,0.5,100,5,30,100,0.0
1000,0.5,100,5,60,0,0.0
1000,0.5,100,5,60,5,0.0
1000,0.5,100,5,60,10,0.0
1000,0.5,100,5,60,40,0.0
1000,0.5,100,5,60,70,0.0
1000,0.5,100,5,60,100,0.0
1000,0.5,100,10,0,0,0.0
1000,0.5,100,10,0,5,0.0
1000,0.5,100,10,0,10,0.0
1000,0.5,100,10,0,40,0.0
1000,0.5,100,10,0,70,0.0
1000,0.5,100,10,0,100,0.0
1000,0.5,100,10,30,0,0.0
1000,0.5,100,10,30,5,0.0
1000,0.5,100,10,30,10,0.0
1000,0.5,100,10,30,40,0.0
1000,0.5,100,10,30,70,0.0
1000,0.5,100,10,30,100,0.0
1000,0.5,100,10,60,0,0.0
1000,0.5,100,10,60,5,0.0
1000,0.5,100,10,60,10,0.0
1000,0.5,100,10,60,40,0.0
1000,0.5,100,10,60,70,0.0
1000,0.5,100,10,60,100,0.0
1000,0.5,100,20,0,0,0.0
1000,0.5,100,20,0,5,0.0
1000,0.5,100,20,0,10,0.0
1000,0.5,100,20,0,40,0.0
1000,0.5,100,20,0,70,0.0
1000,0.5,100,20,0,100,0.0
1000,0.5,100,20,30,0,0.0
1000,0.5,100,20,30,5,0.0
1000,0.5,100,20,30,10,0.0
1000,0.5,100,20,30,40,0.0
1000,0.5,100,20,30,70,0.0
1000,0.5,100,20,30,100,0.0
1000,0.5,100,20,60,0,0.0
1000,0.5,100,20,60,5,0.0
1000,0.5,100,20,60,10,0.0
1000,0.5,100,20,60,40,0.0
1000,0.5,100,20,60,70,0.0
1000,0.5,100,20,60,100,0.0
1000,0.5,100,50,0,0,0.0
1000,0.5,100,50,0,5,0.0
1000,0.5,100,50,0,10,0.0
1000,0.5,100,50,0,40,0.0
1000,0.5,100,50,0,70,0.0
1000,0.5,100,50,0,100,0.0
1000,0.5,100,50,30,0,0.0
1000,0.5,100,50,30,5,0.0
1000,0.5,100,50,30,10,0.0
1000,0.5,100,50,30,40,0.0
1000,0.5,100,50,30,70,0.0
1000,0.5,100,50,30,100,0.0
1000,0.5,100,50,60,0,0.0
1000,0.5,100,50,60,5,0.0
1000,0.5,100,50,60,10,0.0
1000,0.5,100,50,60,40,0.0
1000,0.5,100,50,60,70,0.0
1000,0.5,100,50,60,100,0.0
1000,0.5,500,1,0,0,0.0
1000,0.5,500,1,0,5,0.0
1000,0.5,500,1,0,10,0.0
1000,0.5,500,1,0,40,0.0
1000,0.5,500,1,0,70,0.0
1000,0.5,500,1,0,100,0.0
1000,0.5,500,1,30,0,0.0
1000,0.5,500,1,30,5,0.0
1000,0.5,500,1,30,10,0.0
1000,0.5,500,1,30,40,0.0
1000,0.5,500,1,30,70,0.0
1000,0.5,500,1,30,100,0.0
1000,0.5,500,1,60,0,0.0
1000,0.5,500,1,60,5,0.0
1000,0.5,500,1,60,10,0.0
1000,0.5,500,1,60,40,0.0
1000,0.5,500,1,60,70,0.0
1000,0.5,500,1,60,100,0.0
1000,0.5,500,5,0,0,0.0
1000,0.5,500,5,0,5,0.0
1000,0.5,500,5,0,10,0.0
1000,0.5,500,5,0,40,0.0
1000,0.5,500,5,0,70,0.0
1000,0.5,500,5,0,100,0.0
1000,0.5,500,5,30,0,0.0
1000,0.5,500,5,30,5,0.0
1000,0.5,500,5,30,10,0.0
1000,0.5,500,5,30,40,0.0
1000,0.5,500,5,30,70,0.0
1000,0.5,500,5,30,100,0.0
1000,0.5,500,5,60,0,0.0
1000,0.5,500,5,60,5,0.0
1000,0.5,500,5,60,10,0.0
1000,0.5,500,5,60,40,0.0
1000,0.5,500,5,60,70,0.0
1000,0.5,500,5,60,100,0.0
1000,0.5,500,10,0,0,0.0
1000,0.5,500,10,0,5,0.0
1000,0.5,500,10,0,10,0.0
1000,0.5,500,10,0,40,0.0
1000,0.5,500,10,0,70,0.0
1000,0.5,500,10,0,100,0.0
1000,0.5,500,10,30,0,0.0
1000,0.5,500,10,30,5,0.0
1000,0.5,500,10,30,10,0.0
1000,0.5,500,10,30,40,0.0
1000,0.5,500,10,30,70,0.0
1000,0.5,500,10,30,100,0.0
1000,0.5,500,10,60,0,0.0
1000,0.5,500,10,60,5,0.0
1000,0.5,500,10,60,10,0.0
1000,0.5,500,10,60,40,0.0
1000,0.5,500,10,60,70,0.0
1000,0.5,500,10,60,100,0.0
1000,0.5,500,20,0,0,0.0
1000,0.5,500,20,0,5,0.0
1000,0.5,500,20,0,10,0.0
1000,0.5,500,20,0,40,0.0
1000,0.5,500,20,0,70,0.0
1000,0.5,500,20,0,100,0.0
1000,0.5,500,20,30,0,0.0
1000,0.5,500,20,30,5,0.0
1000,0.5,500,20,30,10,0.0
1000,0.5,500,20,30,40,0.0
1000,0.5,500,20,30,70,0.0
1000,0.5,500,20,30,100,0.0
1000,0.5,500,20,60,0,0.0
1000,0.5,500,20,60,5,0.0
1000,0.5,500,20,60,10,0.0
1000,0.5,500,20,60,40,0.0
1000,0.5,500,20,60,70,0.0
1000,0.5,500,20,60,100,0.0
1000,0.5,500,50,0,0,0.0
1000,0.5,500,50,0,5,0.0
1000,0.5,500,50,0,10,0.0
1000,0.5,500,50,0,40,0.0
1000,0.5,500,50,0,70,0.0
1000,0.5,500,50,0,100,0.0
1000,0.5,500,50,30,0,0.0
1000,0.5,500,50,30,5,0.0
1000,0.5,500,50,30,10,0.0
1000,0.5,500,50,30,40,0.0
1000,0.5,500,50,30,70,0.0
1000,0.5,500,50,30,100,0.0
1000,0.5,500,50,60,0,0.0
1000,0.5,500,50,60,5,0.0
1000,0.5,500,50,60,10,0.0
1000,0.5,500,50,60,40,0.0
1000,0.5,500,50,60,70,0.0
1000,0.5,500,50,60,100,0.0
1000,0.5,1000,1,0,0,0.0
1000,0.5,1000,1,0,5,0.0
1000,0.5,1000,1,0,10,0.0
1000,0.5,1000,1,0,40,0.0
1000,0.5,1000,1,0,70,0.0
1000,0.5,1000,1,0,100,0.0
1000,0.5,1000,1,30,0,0.0
1000,0.5,1000,1,30,5,0.0
1000,0.5,1000,1,30,10,0.0
1000,0.5,1000,1,30,40,0.0
1000,0.5,1000,1,30,70,0.0
1000,0.5,1000,1,30,100,0.0
1000,0.5,1000,1,60,0,0.0
1000,0.5,1000,1,60,5,0.0
1000,0.5,1000,1,60,10,0.0
1000,0.5,1000,1,60,40,0.0
1000,0.5,1000,1,60,70,0.0
1000,0.5,1000,1,60,100,0.0
1000,0.5,1000,5,0,0,0.0
1000,0.5,1000,5,0,5,0.0
1000,0.5,1000,5,0,10,0.0
1000,0.5,1000,5,0,40,0.0
1000,0.5,1000,5,0,70,0.0
1000,0.5,1000,5,0,100,0.0
1000,0.5,1000,5,30,0,0.0
1000,0.5,1000,5,30,5,0.0
1000,0.5,1000,5,30,10,0.0
1000,0.5,1000,5,30,40,0.0
1000,0.5,1000,5,30,70,0.0
1000,0.5,1000,5,30,100,0.0
1000,0.5,1000,5,60,0,0.0
1000,0.5,1000,5,60,5,0.0
1000,0.5,1000,5,60,10,0.0
1000,0.5,1000,5,60,40,0.0
1000,0.5,1000,5,60,70,0.0
1000,0.5,1000,5,60,100,0.0
1000,0.5,1000,10,0,0,0.0
1000,0.5,1000,10,0,5,0.0
1000,0.5,1000,10,0,10,0.0
1000,0.5,1000,10,0,40,0.0
1000,0.5,1000,10,0,70,0.0
1000,0.5,1000,10,0,100,0.0
1000,0.5,1000,10,30,0,0.0
1000,0.5,1000,10,30,5,0.0
1000,0.5,1000,10,30,10,0.0
1000,0.5,1000,10,30,40,0.0
1000,0.5,1000,10,30,70,0.0
1000,0.5,1000,10,30,100,0.0
1000,0.5,1000,10,60,0,0.0
1000,0.5,1000,10,60,5,0.0
1000,0.5,1000,10,60,10,0.0
1000,0.5,1000,10,60,40,0.0
1000,0.5,1000,10,60,70,0.0
1000,0.5,1000,10,60,100,0.0
1000,0.5,1000,20,0,0,0.0
1000,0.5,1000,20,0,5,0.0
1000,0.5,1000,20,0,10,0.0
1000,0.5,1000,20,0,40,0.0
1000,0.5,1000,20,0,70,0.0
1000,0.5,1000,20,0,100,0.0
1000,0.5,1000,20,30,0,0.0
1000,0.5,1000,20,30,5,0.0
1000,0.5,1000,20,30,10,0.0
1000,0.5,1000,20,30,40,0.0
1000,0.5,1000,20,30,70,0.0
1000,0.5,1000,20,30,100,0.0
1000,0.5,1000,20,60,0,0.0
1000,0.5,1000,20,60,5,0.0
1000,0.5,1000,20,60,10,0.0
1000,0.5,1000,20,60,40,0.0
1000,0.5,1000,20,60,70,0.0
1000,0.5,1000,20,60,100,0.0
1000,0.5,1000,50,0,0,0.0
1000,0.5,1000,50,0,5,0.0
1000,0.5,1000,50,0,10,0.0
1000,0.5,1000,50,0,40,0.0
1000,0.5,1000,50,0,70,0.0
1000,0.5,1000,50,0,100,0.0
1000,0.5,1000,50,30,0,0.0
1000,0.5,1000,50,30,5,0.0
1000,0.5,1000,50,30,10,0.0
1000,0.5,1000,50,30,40,0.0
1000,0.5,1000,50,30,70,0.0
1000,0.5,1000,50,30,100,0.0
1000,0.5,1000,50,60,0,0.0
1000,0.5,1000,50,60,5,0.0
1000,0.5,1000,50,60,10,0.0
1000,0.5,1000,50,60,40,0.0
1000,0.5,1000,50,60,70,0.0
1000,0.5,1000,50,60,100,0.0
1000,0.5,3000,1,0,0,0.0
1000,0.5,3000,1,0,5,0.0
1000,0.5,3000,1,0,10,0.0
1000,0.5,3000,1,0,40,0.0
1000,0.5,3000,1,0,70,0.0
1000,0.5,3000,1,0,100,0.0
1000,0.5,3000,1,30,0,0.0
1000,0.5,3000,1,30,5,0.0
1000,0.5,3000,1,30,10,0.0
1000,0.5,3000,1,30,40,0.0
1000,0.5,3000,1,30,70,0.0
1000,0.5,3000,1,30,100,0.0
1000,0.5,3000,1,60,0,0.0
1000,0.5,3000,1,60,5,0.0
1000,0.5,3000,1,60,10,0.0
1000,0.5,3000,1,60,40,0.0
1000,0.5,3000,1,60,70,0.0
1000,0.5,3000,1,60,100,0.0
1000,0.5,3000,5,0,0,0.0
1000,0.5,3000,5,0,5,0.0
1000,0.5,3000,5,0,10,0.0
1000,0.5,3000,5,0,40,0.0
1000,0.5,3000,5,0,70,0.0
1000,0.5,3000,5,0,100,0.0
1000,0.5,3000,5,30,0,0.0
1000,0.5,3000,5,30,5,0.0
1000,0.5,3000,5,30,10,0.0
1000,0.5,3000,5,30,40,0.0
1000,0.5,3000,5,30,70,0.0
1000,0.5,3000,5,30,100,0.0
1000,0.5,3000,5,60,0,0.0
1000,0.5,3000,5,60,5,0.0
1000,0.5,3000,5,60,10,0.0
1000,0.5,3000,5,60,40,0.0
1000,0.5,3000,5,60,70,0.0
1000,0.5,3000,5,60,100,0.0
1000,0.5,3000,10,0,0,0.0
1000,0.5,3000,10,0,5,0.0
1000,0.5,3000,10,0,10,0.0
1000,0.5,3000,10,0,40,0.0
1000,0.5,3000,10,0,70,0.0
1000,0.5,3000,10,0,100,0.0
1000,0.5,3000,10,30,0,0.0
1000,0.5,3000,10,30,5,0.0
1000,0.5,3000,10,30,10,0.0
1000,0.5,3000,10,30,40,0.0
1000,0.5,3000,10,30,70,0.0
1000,0.5,3000,10,30,100,0.0
1000,0.5,3000,10,60,0,0.0
1000,0.5,3000,10,60,5,0.0
1000,0.5,3000,10,60,10,0.0
1000,0.5,3000,10,60,40,0.0
1000,0.5,3000,10,60,70,0.0
1000,0.5,3000,10,60,100,0.0
1000,0.5,3000,20,0,0,0.0
1000,0.5,3000,20,0,5,0.0
1000,0.5,3000,20,0,10,0.0
1000,0.5,3000,20,0,40,0.0
1000,0.5,3000,20,0,70,0.0
1000,0.5,3000,20,0,100,0.0
1000,0.5,3000,20,30,0,0.0
1000,0.5,3000,20,30,5,0.0
1000,0.5,3000,20,30,10,0.0
1000,0.5,3000,20,30,40,0.0
1000,0.5,3000,20,30,70,0.0
1000,0.5,3000,20,30,100,0.0
1000,0.5,3000,20,60,0,0.0
1000,0.5,3000,20,60,5,0.0
1000,0.5,3000,20,60,10,0.0
1000,0.5,3000,20,60,40,0.0
1000,0.5,3000,20,60,70,0.0
1000,0.5,3000,20,60,100,0.0
1000,0.5,3000,50,0,0,0.0
1000,0.5,3000,50,0,5,0.0
1000,0.5,3000,50,0,10,0.0
1000,0.5,3000,50,0,40,0.0
1000,0.5,3000,50,0,70,0.0
1000,0.5,3000,50,0,100,0.0
1000,0.5,3000,50,30,0,0.0
1000,0.5,3000,50,30,5,0.0
1000,0.5,3000,50,30,10,0.0
1000,0.5,3000,50,30,40,0.0
1000,0.5,3000,50,30,70,0.0
1000,0.5,3000,50,30,100,0.0
1000,0.5,3000,50,60,0,0.0
1000,0.5,3000,50,60,5,0.0
1000,0.5,3000,50,60,10,0.0
1000,0.5,3000,50,60,40,0.0
1000,0.5,3000,50,60,70,0.0
1000,0.5,3000,50,60,100,0.0
1500,1,10,1,0,0,0.0
1500,1,10,1,0,5,0.0
1500,1,10,1,0,10,0.0
1500,1,10,1,0,40,0.0
1500,1,10,1,0,70,0.0
1500,1,10,1,0,100,0.0
1500,1,10,1,30,0,0.0
1500,1,10,1,30,5,0.0
1500,1,10,1,30,10,0.0
1500,1,10,1,30,40,0.0
1500,1,10,1,30,70,0.0
1500,1,10,1,30,100,0.0
1500,1,10,1,60,0,0.0
1500,1,10,1,60,5,0.0
1500,1,10,1,60,10,0.0
1500,1,10,1,60,40,0.0
1500,1,10,1,60,70,0.0
1500,1,10,1,60,100,0.0
1500,1,10,5,0,0,3.7
1500,1,10,5,0,5,3.0
1500,1,10,5,0,10,3.0
1500,1,10,5,0,40,3.0
1500,1,10,5,0,70,2.9
1500,1,10,5,0,100,2.9
1500,1,10,5,30,0,3.6
1500,1,10,5,30,5,3.0
1500,1,10,5,30,10,3.0
1500,1,10,5,30,40,2.9
1500,1,10,5,30,70,2.9
1500,1,10,5,30,100,2.9
1500,1,10,5,60,0,3.6
1500,1,10,5,60,5,2.9
1500,1,10,5,60,10,2.9
1500,1,10,5,60,40,2.8
1500,1,10,5,60,70,2.8
1500,1,10,5,60,100,2.8
1500,1,10,10,0,0,7.1
1500,1,10,10,0,5,6.6
1500,1,10,10,0,10,6.5
1500,1,10,10,0,40,6.4
1500,1,10,10,0,70,6.3
1500,1,10,10,0,100,6.3
